,Bio_personality,food_drink,hobby_interests
5131,"ít bạn, thích ở một mình, mình là một người hướng nội","sushi, mì quảng, bánh gạo, mì trộn","xem phim, du lịch, nghe nhạc, đọc sách, nấu ăn"
5132,"hướng nội, hướng ngoài., kiểu người","hơi kén ăn 1 chút, thích uống trà sữa ạ :v","tâm lí học, thiết kế"
5133,"thích ở một mình, là một người hướng nội","bò kho, trà sữa, bánh mì, cơm tấm",Cầu lông
5134,Hướng nội,Cheese fries,Đọc sách
5135,Trầm tính,Bún bò,Thích chơi với chó mèo
5136,là một người ít nói hướng nội,"salad, ...., thịt bò",đi chơi ngoài trời
5137,"là người ít nói chuyện, người đang học trường fpt",thích ăn món mì cay,"cờ tướng, cờ vua"
5138,Hướng ngoại part-time,Thích ăn trứng vịt lộn,Đu OTP
5139,Thích ở một mình,"pizza, gà rán","xem phim, coding"
5140,hướng lung tung,thịt nướng,ngủ
5141,"một người ít nói hướng nội, thích ở một mình, ....","coca cola, ..., bánh kẹp thịt, thích ăn mì cay","thiên văn học, thích đá bóng, ..., toán, bơi lội"
5142,"hướng nội, khác trầm","red bull, bánh xèo","thể thao, du lịch, học hỏi"
5143,"thân thiện, hoà đồng","pepsi, gà rán, mì gói, ...","anh văn, đá bóng, .., chơi game"
5144,"mình là ng dễ giao tiếp, cũng có lúc hướng nội có lúc hướng ngoại","ăn vặt, đồ ăn hàn quốc","đi dạo, đi ăn"
5145,Trầm trầm nhưng lúc cần vẫn vui hết mình,Phở,"sự logic, đá banh"
5146,thích tự do,đồ ăn nhà nấu,"chăn nuôi, thể thao"
5147,"chỉ thích ngủ một mình, hướng ngoại thích chia sẻ tuy nhiên hơi khó ngủ",thích ăn đồ Việt Nam,"thích hát, thích đọc truyện"
5148,"một người ít nói hướng nội, thích ở một mình",mì cay trà sữa,"truyện, xem phim"
5149,", thích ở một mình, hướng ngoại, hướng nội, ","xoài lắc, lẩu kim chi, mì cay","xem phim, thích chơi cầu lông"
5150,Hướng nội,"bún bò, trà dâu",Đếm tiền
5151,Thích giao lưu,"gà rán, xôi, trà sữa",Thích môn toán
5152,Thích ờ chỗ không đông người,Bánh cuốn,Chơi nhạc
5153,Hướng nội part time,Sữa Milo,"hát, đàn, ngủ, ngắm cảnh"
5154,"nhạy cảm, hướng nội, cọc cằn, ít nói, khó chịu","gà rán, miến trộn",shopping
5155,Hướng nội,Coca-cola,Đọc sách
5156,"là 1 người ít nói hướng nội, thích ở 1 mình",Bạc sỉu,"dark fantasy manga, game"
5157,"cởi mở, hòa đồng, thân thiện",Trà sữa,"kiếm tiền, đá bóng, lập trình, cầu lông"
5158,Đúng ik chang mô tả mẫu :))),Thích đồ tự nấu,"đọc sách, vẽ, đàn hát, xem phim"
5159,"ngày ngủ đêm bay, là người hướng lung tung","thích ăn cay, thích trà sữa…, thích hamburger",Thích chơi suốt ngày
5160,Extrovert,Coca,Đá banh
5161,Một người hướng nội thích sự im lặng,"kem, gà rán, socola","thiên văn học, nghe nhạc, đọc sách"
5162,Thích một mình nhưng lại sợ cô đơn,Trừ đồ quá ngọt quá mặn thì cái gì cũng có thể ăn,Nghe nhạc
5163,Ít nói hướng nội,Cá dồ kho,Choi game
5164,"có xu hướng ambivert, thích kết bạn, nghiêng về hướng ngoại",Bánh mì,Esports
5165,Ít nói nhưng hay chia sẻ với mn,Món nào hợp khẩu vị thì mình ăn,"đá bóng, game mobile"
5166,VỪA HƯỚNG NGOẠI VỪA HƯỚNG NỘI,THỨC ĂN GÌ NGON ĐỀU YÊU THÍCH,"xem phim, nghe nhạc"
5167,Hướng nội,"trà, khoai tây",Vẽ
5168,Hướng ngoại thân thiện vui vẻ,Bún đậu mắm tôm,"cà phê, đạp xe, toán"
5169,Ít nói nhiều,Bánh mì,Đánh võ
5170,Hướng nội trầm tính,đồ ngọt,thích hút thuốc
5171,Hướng nội,"xúc xích, gà, trứng","nghe nhạc, xem phim, chơi game"
5172,"dễ làm quen với bạn mới nhưng thường quen người hợp tính cách mới nói nhiều., ambivert","espresso, chocolate, mì gói","đọc sách, chơi đàn piano, chơi bóng rổ, nghe nhạc"
5173,Hướng ngoại thích giao tiếp vui vẻ hoà đồng,"nước cam, bông lan trứng muối",Xem phim nghe nhạc
5174,hướng nội,ăn hải sản,vẽ
5175,"thích ở một mình, dành thời gian cho bản thân nhiều hơn. nhưng vẫn tham gia clb cũng như đi chơi với bạn bè (nhưng ít, 1 tháng chắc 1-2 lần) để giao lưu, hướng nội, tìm người người làm đồ án tốt nghiệp chung.","đồ ngọt, đồ nướng, nước trái cây, đồ ăn mà dai dai kiểu như bánh bột lọc hay bánh canh í.","ngủ, lắp ráp, giải đố, toán, ăn"
5176,"thích đi chơi đây đó nhưng cũng hơi trầm tính khi ở với người lạ, người hay thay đổi","thịt kho tàu, canh trứng cà chua","nghệ thuật, vẽ"
5177,"Mình là ambivert
Có tính cách khá là khùng khùng điên điên nhưng cũng hay nhiều tâm sự","Mình thích ăn đồ ngon=))))
Ăn chay hay ăn mặn gì cũng đc","thử nhiều điều mới, đọc sách, chơi thể thao, thích học ngôn ngữ anh"
5178,Dễ chịu,ỏi,Bị người ta lùa gà
5179,"không thích nói nhiều, lười làm việc nhà, thích 1 mình","nước trà (như c2, các loại mì, chỉ thích cafe phin, cơm trộn, không độ), redbull
không thích cafe gói, đồ cuốn
pepsi","nghe nhạc, tụ tập với bạn bè, xem mv ca nhạc, tắm (2l/ngày), phim truyền hình, thích xem tivi, đi mua sắm

không thích: chạy bộ, call điện thoại, thích bơi, thích chơi game offline, học nhóm online, trang điểm, các hoạt động phải chạy, thích đồ ăn nhạt, đọc truyện tranh, thích ngủ, đồ ăn ngọt, chạy xe"
5180,Mê chơi đá gà,Thích ăn gà,Thể hình
5181,"vui vẻ, tích cực, ưa mạo hiểm","bánh ngọt, kem","chụp ảnh, xem tv series"
5182,"sợ xã hội, sạch sẽ","mì quảng, hủ tiếu, cơm tấm","nghe nhạc, xem phim, đi chơi, game"
5183,Hướng nội,Thịt nướng,Ngủ
5184,Hướng nội ít nói thik ở một mình,"coca cola, cơm, snack",Đọc manga xem anime xem phim âu action nghe nhạc
5185,Ít nói hướng nội,"nước cam, bún đậu mắm tôm",Thích đọc sách
5186,không phải hướng nội nhưng không thích chỗ đông người,tất cả các loại mì,vẽ
5187,"không thích giao tiếp với người lạ, thích ở 1 mình, thích yên tĩnh, ghét phiền phức",Cà phê,"uống cà phê, nằm dài nghe nhạc"
5188,"lúc nói nhiều lúc nói ít, thiên về cảm xúc nhiều hơn lí trí","thích ăn đồ ăn của mẹ với cậu nấu. thích nhất là canh khổ qua, đậu hũ cà chua.","thích đọc, thích vẽ"
5189,Lúc này lúc kia,Có ăn là được,Bơi
5190,"thích đi lang thang một mình, hướng nội","các món ăn truyền thống hoặc món ăn đường phố việt nam, các món gỏi",Đi phượt
5191,"năng động, tích cực, cần cù",Mỳ cay,Thiên văn học
5192,Hướnh ngoại,"hamburger, phở, mì",Hát
5193,"hơi hướng nội, dễ chịu",snack,nghe nhạc
5194,"đôi lúc hướng ngoại, đôi lúc hướng nội","ít đường, mình ăn thích ăn đồ healthy, ít mỡ","đá bóng, tiếng anh"
5195,"không thích cảm giác 1 mình lắm nhưng đi với nhiều người thì không biết phải nói gì, mình hk thích sự gượng ép, mình không hẳn ít nói nhưng cũng ngại nói chuyện với người khác","không thích ăn cay lắm, thích đồ ngọt, ..., thích bánh sandwich nướng, thích đồ ăn có trứng muối","thích tiếng anh, nghe nhạc, ..., xem phim"
5196,Hướng nội + ngoại part time,Bánh Mì,Badminton
5197,Hướng Ngoại,Trà Đào,Đánh Cầu Lông
5198,"ít nói, hướng nội","mì cay, bánh trán trộn, ...","bóng chuyền, đọc truyện, bóng đá, toán"
5199,", hướng nội, hướng ngoại tùy hoàn cảnh ; không thích nơi quá ồn ào ; không thích người nói nhiều ; không thích nói đùa ; nhớ dai nhưng cũng dễ bỏ qua ; không thích chia sẻ tâm sự ; không thích bị quản lý ; hơi vô tâm ; dễ xúc động ; cái tôi cao ; có tham vọng ; hoàn toàn tự hào khi làm tốt 1 công việc được giao","trừ những món liên quan tới cá ; các dòng nước ngọt đều thích, các loại thức ăn nhanh",Nghe nhạc mọi lúc mọi nơi ; đọc tiểu thuyết ; thiết kế hình ảnh logo banner poster
5200,Hướng nội,Bánh ngọt,Xem phim
5201,Giống ví dụ,"đồ nướng, nước gas",Tiền
5202,"thích tụ tập bạn bè thân thiết ở nhà, người hướng nội cởi mở","bún chả, ..., bánh canh, nước dưa hấu ép, bánh xèo","thiết kế, tâm lý học, vẽ, ca hát"
5203,"lúc hướng nội lúc hướng ngoại, thân thiện, tùy lúc","gà rán, ..., trà sữa","học hóa, lướt mạng, đánh cờ vua, nghe nhạc"
5204,"người hướng ngoại, thích đám đông, nói rất nhiều","thích ăn những món ăn không quá đậm vị, eat-clean","thích tranh biện, thích những gì cần tư duy logic"
5205,Một người hướng nội nhưng cũng thích xã giao với mọi người,"mình thích ăn các loại đồ ngọt, đặc biệt là chè","mình thích xem phim, nghe nhạc"
5206,thích ở một mình,các món ăn có nước,đọc sách
5207,Là 1 ng ít nói hướng nội cà thích ở 1 mình,Bún bò phở hu tiu com tam,Trống
5208,"thích tận hưởng không gian 1 mình, hướng nội","phở bò, pepsi","văn học, lịch sử"
5209,Là người thích ở một mình,Thích uống trà sữa,Thích đọc sách
5210,"thích ở một mình nhưng vẫn hoà đồng giao tiếp tốt với mọi người, hơi hướng nội","gà rán, sữa bắp, bò nea, mì cay, khoai lang lắc, trà sữa","đọc truyện, xem các show giải trí thực tế, nghe nhạc"
5211,bán hướng nội bán hướng ngoại,đồ gì có vị cay,"xem anime, chơi game"
5212,"hướng ngoại. hướng ngoại part time, ở giữa hướng nội","chiên, các món nướng","chơi game, thích đọc truyện"
5213,"thích đi chơi cùng những người bạn thân thiết, hướng ngoại, làm quen nhiều bạn mới, là người, hướng nội","bimbim, bún, hủ tiếu …., gà rán","thích nghe nhạc, xem phim đặc biệt là thích nhạc của sơn tùng m-tp"
5214,"hướng nội, hướng ngoại partime","ăn vặt, nước ngọt","bới lội, chơi game"
5215,"cực đoan, nói nhiều, hướng nội",Bánh ngọt,"chơi game, coi phim, vẽ"
5216,"cần nhiều riêng tư, hướng nội",Cơm nhà,"vẽ, xem phim"
5217,Bình thường,Cơm,Đá bóng
5218,"thích giao lưu, quyết đoán, nhiệt tình","mì, phở…, hủ tiếu, bánh canh","xem phim hàn, chơi game"
5219,"ít nói với người lạ, trầm tính.","thích đồ chiên, nướng","đá bóng, giải đố"
5220,Người hướng ngoại,"trà đào, bún cá châu đốc, cơm tấm long xuyên","yoga, toán, …, tin học"
5221,Nửa nội nử ngoại,Udon,Nghe nhạc
5222,Nói nhiều hướng ngoại thích đi đây đó,hamburger,Câu cá đá bóng
5223,"thích ở một mình, ít nói hướng nội",Trứng ốp la,Chơi game
5224,"hoà đồng với mọi người, một người vui vẻ",Món nào chay đều thích,Xem phim
5225,"một người hướng ngoại làm biếng, thích ở một mình","rau củ, trái cây",Trang trí phòng ngủ
5226,"một người nửa hướng nội, nửa hướng ngoại, phần hướng nội nhiều hơn","trà sữa, mỳ xào, bún chả, bánh cuốn",thích động vật
5227,".... nhưng thích trải nghiệm điều mới, thích ở một mình, một người ít nói hướng nội, lowkey",trừ đồ đắng ra thì mình đều ăn được,"..., du lịch, truyện, đọc sách, âm nhạc"
5228,"hướng nội, hướng ngoại, ","tôm, trứng, những món có vị chua","xem phim, đọc sách, du lịch"
5229,Hướng nội part time,Thịt kho tàu,Đá banh
5230,"hoà đồng, hướng ngoại, vui tính, thích được đi chơi","7up, trà đào, đùi gà, bún đậu mắm tôm, bia","đi chơi cùng bạn bè người thân, cafe, bóng rổ, đá bóng"
5231,Khó giao tiếp,Bánh bò,Đọc sách
5232,"hướng nội, khó bắt chuyện với người lạ","snack khoai tây, kem ốc quế..., bánh mì kẹp các loại","nghe nhạc, phim hành động, các chương trình giải trí"
5233,Vui vẻ ích nói,Nước suối trà nóng,Gym
5234,"có phần hơi thích kiểm soát, thích làm việc, ở một mình, một người ít nói hướng nội","mì xào, các loại trà trái cây, bánh mỳ","chơi game, bóng rổ, mầy mò linh kiện máy tính, bơi lội"
5235,Hướng ngoại,"các loại lẩu, hải sản, ... thật ra thì ngoại trừ rau cần, các loại bún, thì cái gì mình cũng ghiền nhưng điều kiện là phải nấu ngon, các loại thịt nướng, vị đậm đà😋, cơm cháy kho quẹt, những món ăn liên quan đến kim chi","tập thể dục ngoài trời, đi từ thiện, decor phòng, được ăn, đạp xe đạp, nấu ăn, tập trung nghiên cứu một vấn đề nào đó, coi anime, đi phượt, ngắm bầu trời, đọc sách, tỉ tê những câu chuyện đời thường sâu sắc với mọi người xung quanh."
5236,Là người hướng nội part time,"thích ăn mì cay, bún đậu mắm tôm",Thích nghe nhạc
5237,"hướng nội, nhạy cảm, nội tâm",Trà sữa double trân châu,Chơi game
5238,Hướng nội,Bánh tráng các loại,Ngủ
5239,"thích giáo tiếp với nhiều người, cũng hơi hướng ngoại, hơi hướng nội","các loại bánh ngọt, mặn, pizza",Thích xem phim
5240,"thích yên tĩnh, hướng nội","bánh xèo, bánh mì","nghe nhạc, cầu lông"
5241,"nhưng lại thích giao lưu =)), thích ở một mình",Cơm nước ngọt blahblah,"thể thao, đá bóng"
5242,mình khá dễ hòa đồng nhưng tùy đối tượng,"trà đào, đồ ngọt",Nghe nhạc
5243,người hướng nội,ăn đồ tự nấu,chơi game
5244,Hướng nội,Bún đậu,Bóng rổ
5245,"hay giận vu vơ, ít nói với người lạ, thường thích ở một mình","c2, gà rán, thịt xào nấm mèo, bánh mì, nui xào, sting, fanta","chơi game, xem tin tức công nghệ, nghe nhạc"
5246,"là một người ít nói hướng nội nhưng cũng có thẻ hướng ngoại parttime, sống lowkey","pizaa ..., socola, buger","xem phim, edit, chơi game, , chụp ảnh"
5247,"dễ tính, nói nhiều, xàm",Mì Nước lọc,Chơi yasua
5248,Hướng nội,Ăn đồ ngon,"học công nghệ, chơi game"
5249,"đôi khi hướng nội, đôi khi hướng ngoại","đồ ngọt, thích ăn cay","diy.., bơi, cầu lông"
5250,"thích một mình, thích đông vui, , hoà đồng",Thích đồ chay,Gym
5251,"vui vẻ, thoải mái, nghiêm túc, thích vui","bánh ngọt, kem","môn nào vui thì môn đó chơi. ví dụ: đá bóng dù trên game hay ngoài đời đều có sự kịch tính, trí tuệ như nhau nên điều đó cũng là một sự thú bị"
