,Sex,Hometown,Bio_personality,food_drink,hob_inter,smoking,refer_roommate,Cleanliess,Privacy
960,Nữ,Bac Lieu,lười giao tiếp... người thân,tất cả các loại mì trà olong gà rán hay đồ chiên nước lọc,học toán nghe nhạc xem phim đi lượn đường hacking đi dạo,Mình chỉ cần người đàng hoàng và có ý thức là được,tiếng anh,2,2
961,Nữ,Nam Dinh ,hướng nội thích ở một mình nhưng ít nói,chất béo hay phô mai. không ăn được cua :3 có ăn . nhiều lắm nào cũng ăn được mì ý các thế loại mì đồ cay,thể thao,"Biết chia sẻ, thông cảm và lắng nghe",anh văn,5,9
962,Nữ,Bac Lieu,nhưng ít nói hướng ngoại khi cần thiết tham công tiếc việc,trà đào… nước dừa thịt bò,mình thích hát thích hát tỉ tê những câu chuyện đời thường sâu sắc với mọi người xung quanh. chơi vape cafe,Vui tính,thích chơi game chạy bộ hacking kiếm tiền tin khoa học,5,7
963,Nữ,Vinh Phuc,nói nhiều có quy tắc riêng ít nói hướng nội,coffee chill cá dồ kho thịt kho tàu hủ tiếu nam vang trừ đồ đắng ra thì mình đều ăn được,bơi lội o buổi tối,Vui tính,hacking,1,7
964,Nữ,Lang Son,thích suy diễn mọi chuyện trên đời thích sạch sẽ,kfc rau,tiếng anh... tập thể dục ngoài trời nghe nhạc,Hoạt bát vui tính,thường thức tác phẩm nghệ thuật đi phượt đi đây đi đó với bạn bè( một mình) tám chuyện,6,4
965,Nam,Ninh Binh,người thân í nói hướng nội dễ thích nghi,đồ ăn: các món nước (bún thịt kho tàu các đồ ăn hỗ trợ cho việc giảm cân,tấu hài,Hoà đồng hoạt bát sạch sẽ,chơi cầu lông,9,4
966,Nam,Lam Dong,khá hòa đồng dễ bắt chuyện mình không hẳn ít nói nhưng cũng ngại nói chuyện với người khác lạc quan năng động nội tâm thường thích ở một mình,các thế loại mì canh kim chi bún nước dừa,tin học,"sạch sẽ, gọn gàng, có trách nhiệm",xem phim,7,2
967,Nam,Long An,linh hoạt dễ quạu dễ nguôi thích tham gia các hoạt động xã hội,mình thích ăn tất cả những gì mình thấy ngon. riêng đồ uống thì mình có niềm đam mê sâu sắc với rau má moutain dew chocolate,xem các show giải trí thực tế,Lắng nghe,đọc truyện đánh cờ vua,8,8
968,Nam,Ha Giang,mình là một người thích vẽ năng động hay ngại thích làm việc nói nhiều hướng ngoại thích đi đây đó,"mì cay trà sữa vị đậm đà😋 nước trái cây mình thích ăn đồ ngon=))))
ăn chay hay ăn mặn gì cũng đc mình thích ăn các loại đồ ngọt",tám chuyện đá bóng nghe nhạc xem phim đi lượn đường thích chơi với chó mèo,"Vui vẻ ,hoà đồng ",nhiếp ảnh thích khám phá xung quanh hacking phim truyền hình,3,3
969,Nam,Ninh Thuan,thích yên tĩnh nhộn nhịp một người ít nói hướng nội nhát bắt chuyện với người lạ không thích ồn ào,món nào mình thấy hợp thì đều thích ăn đồ nhướng mì các loại bông lan trứng muối bánh ngọt,dọn dẹp game online chơi thể thao đọc tiểu thuyết,vui vẻ - hài hước,đi tản bộ decor phòng đánh cờ vua đọc manga xem anime xem phim âu action nghe nhạc,9,1
970,Nam,Thai Binh,không lười thì đi có hứng thì xác xe hướng nội ít nói vui nhộn tham công tiếc việc nói nhiều hướng ngoại thích đi đây đó,ăn pizza nước ngọt miễn là nước ngọt có ga thích uống trà sữa,chơi đàn thích chơi game thích xem phim thích chơi cầu lông,"Thích những bạn hoạt bát, vui vẻ và sạch sẽ",đu otp online shopping trang điểm,3,8
971,Nữ,Binh Phuoc,hướng ngoại full time kiểu người áp dụng công nghệ mới không phải hướng nội nhưng không thích chỗ đông người thích ờ chỗ không đông người,cháo gà ăn đồ cay matcha đá xay mi tom,đọc truyện tranh mình còn có thể chơi cầu lông nữa nằm dài nghe nhạc bóng đá,Vui tính và sạch sẽ ,coi phim hoạt hình vẽ...,3,1
972,Nữ,Phu Yen,vui vẻ... thích yên tĩnh nhưng vẫn hoà đồng ít nói nhưng hay chia sẻ với mn sáng nắng chiều mưa,hải sản nước bánh tàu hủ. các món nướng như cơm sườn,holywood đánh bóng bàn nhảy dọn dẹp trí tuệ như nhau nên điều đó cũng là một sự thú bị,"người có ý thức, trách nhiệm, hoạt bát và quan tâm mọi người",học toán kinh quẻ ráp pc,9,4
973,Nam,An Giang,là người ít nói chuyện hòa đồng chỉ thích ngủ một mình,dừa dầm........ ỏi bò nea,anh văn tâm lí học đi xe đạp,"biết làm việc nhà, sạch sẽ",học công nghệ phim hoạt hình,5,5
974,Nam,Vung Tau,hướng nội ít nói,thức ăn gì ngon đều yêu thích hủ tiếu bánh mì kẹp các loại bánh tráng trộn,tập thể dục ngủ coi phim ăn mầy mò linh kiện máy tính xem phim nghe nhạc nhiều lắm . chơi được đa nghề :),"DỄ TÍNH, KHÔNG ÍCH KỶ, BIẾT TÔN TRỌNG",bóng bàn,9,7
975,Nữ,Quang Binh,đúng ik chang mô tả mẫu :))) cầu toàn,cà phê sữa món nướng nước lọc,kĩ thuật tiếng anh... thích hát thế giới,vui vẻ hòa đồng,đọc tiểu thuyết thích học ngôn ngữ anh,6,3
976,Nữ,Lang Son,thích ở một đám lúc nói nhiều lúc nói ít thích mọi thứ có trật tự thiên về cảm xúc nhiều hơn lí trí,trà nước ép. come gà mình rất thích ăn đồ ăn cay,bóng đá vận động thể lực (nhẹ),"dễ gần, hòa đồng",thích nghe nhạc nhảy dây đi chơi cùng bạn bè người thân đi tập thể dục,3,6
977,Nữ,Quang Binh,làm quen nhiều bạn mới,trà sữa hủ tiếu xào đồ bún phở việt nam coca-cola,xem phim ngôn tình pha chế đi dạo ngắm cây,có thể là người hoạt bát giống mình hoặc ít nói nhưng biết lắng nghe. ,tiếng anh coi phim kpop ….,6,1
978,Nam,Cao Bang,ít nói nhưng hay chia sẻ với mn  vui vẻ hoà đồng thích trò chuyện hướng ngoại thích chia sẻ tuy nhiên hơi khó ngủ,sữa tươi trân châu đường đen bánh cam trà chanh trân châu rau rau má mix,thích khoa học đánh cờ vua thích nhảy nhảy dây,"vui tính, tích cực",tò mò về cách vận hành của xã hội mầy mò linh kiện máy tính .. xem tv series,5,6
979,Nam,Quang Nam,là một người hướng nội chia sẽ mình là một người thích vẽ năng động riêng tư,cũng không biết nữa 😂 cà phê sữa olong,thích bơi thích hát chạy xe hát,"Công bằng, sòng phẳng, thân thiện, hiểu biết, tôn trọng quyền riêng tư của mọi người",văn học thích coi phim đàn hát thích chơi với chó mèo tin khoa học,6,4
980,Nữ,An Giang,thích một mình nhưng lại sợ cô đơn lắng nghe,mì,chơi đàn ăn xem phim hàn chăn nuôi đi xe đạp,Vui vẻ hoà đồng,đánh cầu lông,9,3
981,Nữ,Phu Tho,xàm là 1 người ít nói hướng nội là người hướng nội part time thích tận hưởng không gian 1 mình,thích ăn mì cay ăn haidilao bánh mì thịt xá xíu các loại bạn,bóng đá tìm hiểu những kiến thức đa ngành,"Người hòa đồng, dễ tính, vui vẻ","video game công nghệ đi mua sắm

không thích: chạy bộ",3,5
982,Nữ,Vinh Phuc,cá tính mạnh thích thử thách dễ tiếp xúc,các món nướng,vẽ tranh,Hoà đồng lịch sự ngoan ngoãn ko quậy phá và vui vẻ,đi phượt thích đá banh mua sắm phim hoạt hình đi chơi ngoài trời,8,9
983,Nam,Dong Thap,hướng nội thích không gian yên tĩnh,mỳ cay món j có topping thì đều thích suit my taste is fine cá tra nhúng giấm nước c2 chanh,âm nhạc ( nghe nhạc),Sạch gọn và rõ ràng,…. nhảy dây xem tv series mua sắm yoga,9,5
984,Nam,Quang Binh,bán hướng nội ambivert mình là dễ gần hướng nội tích cực thẳng tính,các món về tôm,phá máy tính chơi thể thao được ăn,Sạch sẽ,đạp xe đạp diy..,1,3
985,Nữ,Thai Binh,thích sạch sẽ nhưng không hẳn hướng nội :)) cởi mở hướng trung (ambivert) lúc thích một mình,trà đá những món ăn liên quan đến kim chi,ở nhà một mình tin học bói toán,"Người có chính kiến, tích cực với cuộc sống, có qua có lại và biết nghĩ cho người khác. ",đọc truyện tranh,5,1
986,Nam,Phu Tho,lowkey,củ,chụp ảnh,"dễ gần, hòa đồng",thích vẽ ngủ:)),7,8
987,Nữ,Hoa Binh,hướng ngoại. hướng ngoại part time thích ở một đám,đồ ăn nhà nấu,phim truyền hình thiết kế bói tử vi mình còn có thể chơi cầu lông nữa,Điềm tĩnh,xe cộ thích đọc sách,2,6
988,Nam,Binh Phuoc,tính cách thất thường cần nhiều riêng tư bình thường 🤤,ngũ cốc bánh tráng nước trái cây đồ ăn chay,phim hoạt hình video game xem tin tức công nghệ phá máy tính chơi bóng rổ,Sạch sẽ không bừa bộn,lắp ráp văn học mầy mò linh kiện máy tính đi cắm trại shopping,9,3
989,Nữ,Ca Mau,xàm ở giữa hướng nội hay dài dòng tình cảm nửa nội nử ngoại,bánh bao cà phê sữa... bún chả thức ăn có vị cay đi ăn với bạn,làm gốm xem bóng đá,Sạch gọn và rõ ràng,phim hành động shopping đi dạo tám chuyện,2,4
990,Nữ,Dong Thap,thích ở một mình nhưng vẫn hoà đồng giao tiếp tốt với mọi người,ỏi cơm,nhiếp ảnh lịch sử thường hay quan tâm những tin tức về nó bóng chuyền,"sạch sẽ, gọn gàng, có trách nhiệm",call điện thoại yoga,5,7
991,Nam,Tay Ninh,thích đi chơi cùng những người bạn thân thiết ít nói chuyện thích ờ chỗ không đông người,coffee chill lẩu gà mứt; các loại món nước như hủ tiếu đồ ăn ngọt,ăn uống xem bóng đá ...,"Cùng ngành, hoặc cùng trường, sinh hoạt cú đêm giống mình hihi",thích coi phim chơi bóng rổ,1,7
992,Nữ,Bac Kan,nội tâm hơi hướng nội không thích giao tiếp với người lạ hướng trung,đồ bình dân hoi. trừ những món liên quan tới cá ; các dòng nước ngọt đều thích eat-clean pepsi vị chanh không calo,"đi xe đạp thích:
1. thiên nhiên cây cỏ
2. bóng bàn tháo xem phim ngôn tình trò chơi điện tử",Lắng nghe,đạp xe đạp cờ tướng thích chơi game offline,8,8
993,Nữ,Binh Phuoc,ít nói nhưng hay chia sẻ với mn hướnh ngoại,sữa milo spaghetti trà sữa double trân châu,thích tiếng anh nhiều lắm . chơi được đa nghề :) đạp xe đạp vẽ... ngắm cảnh,Không có,ngoại ngữ tiêu tiền. thích đánh cờ thích nhảy viết lách,7,3
994,Nữ,Thai Binh,không lười thì đi có hứng thì xác xe,gà nói chung mình thích ăn bánh tráng cuốn gà rán nước ép trái cây bún thịt nướng,nghe nhạc mọi lúc mọi nơi ; đọc tiểu thuyết ; thiết kế hình ảnh logo banner poster mac os đá bóng xem phim cầu lông,"gọn gàng, giữ vệ sinh và có trách nhiệm ",thể dục đi xe đạp,2,3
995,Nam,An Giang,nghiêng về hướng ngoại,cơm nước ngọt blahblah sandwich matcha đá xay ăn cơm mẹ nấu ham bơ gơ,phim hoạt hình,Sạch sẽ không bừa bộn,đi tản bộ,7,7
996,Nam,Ha Nam,mình là dễ gần,nước c2 chanh .,nhảy đạp xe ngủ,"Gọn gàng, sạch sẽ.",ko thích gì hết giải đố,8,5
997,Nam,Khanh Hoa,hướng nội - ngoại kiểu người thích đi đâu đó,coca cola… gà phô mai thích ăn cá thác lác chiên,choi game,"Vui tính, đơn giản",đi tập thể dục dark fantasy manga thích học thích code chơi thể thao nghệ thuật,3,5
998,Nữ,Tra Vinh,hoà đồng vui vẻ,canh kim chi mình thích uống trà sữa,mac os,"BIẾT ĐIỀU, biết cư xử
NÓI ÍT THÔI
ở sạch sẽ
chia việc nhà
có thể tin tưởng được (tiền bạc)
ngủ đừng ngáy
trình độ xấp xỉ như mình chứ đừng zốt quá nó ô dề lắm :b",lướt mxh hacking,2,3
999,Nữ,Lam Dong,cởi mở hướng lung tung,bánh bò cơm nhà mình thích ăn tất cả những gì mình thấy ngon. riêng đồ uống thì mình có niềm đam mê sâu sắc với rau má c2,thích học thích code học nhóm online thích nghe nhạc thích coi phim,"ngành kỹ thuật, hòa đồng",chạy bộ đi tản bộ tỉ tê những câu chuyện đời thường sâu sắc với mọi người xung quanh. tâm lý học thích vẽ,9,4
1000,Nữ,Quang Tri,thích đi chơi cùng những người bạn thân thiết bạo lọan hiền hoà không thích cảm giác 1 mình lắm nhưng đi với nhiều người thì không biết phải nói gì,đồ ăn chay món nướng,tiếng anh coi phim hoạt hình chụp ảnh,"Người vui tính, tốt bụng, siêng",ko thích gì hết mầy mò linh kiện máy tính phim truyền hình,1,1
1001,Nữ,Hoa Binh,"linh hoạt mình là ambivert
có tính cách khá là khùng khùng điên điên nhưng cũng hay nhiều tâm sự khá hướng nội. thích sạch sẽ dễ tính mình không hẳn ít nói nhưng cũng ngại nói chuyện với người khác",cái gì cũng thích ăn bánh tàu hủ. các món nướng như cơm sườn các loại bạn thích ăn mì cay,o buổi chiều,"sạch sẽ gọn gàng và lịch sự, vui tính hài hước",chiêm tinh học ngủ:)) phá máy tính toán thích nghe nhạc,3,4
1002,Nữ,Kon Tum,hướnh ngoại,món nào chay đều thích không thích ăn cay lắm hoặc các loại nước có gas,cờ tướng thích học thích code,"Người không nói quá nhiều, hiền hòa, trưởng thành, sạch sẽ, biết quan tâm, để ý tiểu tiết (theo hướng tích cực), ",o buổi chiều,7,2
1003,Nam,Binh Dinh,không thích nói nhiều đôi lúc hướng ngoại bình thường 🤤 hướng ngoại thân thiện vui vẻ thích tham gia các hoạt động xã hội,đồ ăn nhà nấu udon,o buổi sáng ăn chiêm tinh chiêm tinh học,"vui vẻ, hòa đồng",lướt mạng học hỏi,3,7
1004,Nữ,Hoa Binh,là một người hướng nội vui vẻ hoà đồng hướng nội tích cực tham công tiếc việc nội tâm,bánh canh,trang điểm,Hướng nội ,thích những gì cần tư duy logic đi phượt chơi đàn piano,6,8
1005,Nữ,Dak Nong,có thể đi ăn ngoài nếu được mời là người 50% hướng nội,sữa chua mít,đi chơi,Biết nghĩ,du lịch thích chơi bóng rổ thích học bài,3,9
1006,Nam,Binh Phuoc,thích trò chuyện có lúc hướng nội dễ thích nghi,đồ ăn mà dai dai kiểu như bánh bột lọc hay bánh canh í. cà phê trà sữa, đi coi phim tiếng anh...,Sạch sẽ không bừa bộn,ở nhà một mình học ngoại ngữ thích đánh cờ công nghệ cờ vua,8,3
