,Name,Sex,Hometown,Bio_personality,food_drink,hob_inter,smoking,refer_roommate,Cleanliess,Privacy
5338,5338,Nữ,Binh Duong,.... nhưng thích trải nghiệm điều mới hướng ngoại full time hướng nội nói nhiều hướnh ngoại,bánh cam fastfood nước trái cây,xem phim thích tranh biện,không,tư vấn lẫn nhau đừng quá bừa bộn nếu chung sở thích thì càng tốt,8,7
5339,5339,Nữ,Hung Yen,là người hướng lung tung có lúc hướng nội,sữa bắp,xem phim ngôn tình tâm lí học mình thích ngôn ngữ,không,vui vẻ thoải mái tính giống mình tiền bạc rõ ràng,8,8
5340,5340,Nữ,Hoa Binh,nói nhiều thích đám đông hướng nội thích suy diễn mọi chuyện trên đời,bim bim cà phê sữa... nước ép.,xem phim ko tập thể dục,không,có cùng sở thích là một điểm cộng,7,8
5341,5341,Nam,Thanh Hoa,hướng nội - ngoại hòa đồng không thích đám đông lắm nhưng dễ hòa nhập,các món nhiều gia vị đồ bún phở việt nam,thế giới ăn uống,không,lanh lợi vui vẻ nhiệt tình vd : vui vẻ cùng ngành,9,8
5342,5342,Nữ,Binh Phuoc,một người hướng nội nhưng cũng thích xã giao với mọi người có thể mời người ta đi ăn nếu vui thích vui thích một mình,bún đậu mình thích ăn bánh tráng cuốn,du lịch cùng bạn đàn guzheng hacking,không,hiền lành không nói xấu sau lưng mong muốn được ở cùng với người có sở thích khoa học với mình,8,7
5343,5343,Nữ,Quang Ngai,hoà đồng với mọi người,uống trà sữa gà rán,chơi thể thao tháo tấu hài,không,hoạt bạt tinh tế biết đều nói nhiều,10,9
5344,5344,Nam,Quang Ninh,người hướng nội,các món nướng gà rán hay đồ chiên trà đào thạch sữa,xem tin tức công nghệ thể dục đánh cờ vua,Có,người hòa đồng 1 người tốt bụng sạch sẽ ngăn nắp trầm tính học giỏi hoạt bát,9,8
5345,5345,Nam,Binh Thuan,lúc này lúc kia đôi khi ko thích chia sẻ nhiều lắm ngoại thích một mình,dưa hấu nui xào ăn cơm chỉ thích cafe phin sữa của các hạt đậu,tập thể dục đi chơi cùng bạn bè người thân truyện,không,cá tính thích công nghệ hòa đồng,10,5
5346,5346,Nam,Ca Mau,vui vẻ ích nói tình cảm không thích cảm giác 1 mình lắm nhưng đi với nhiều người thì không biết phải nói gì nhưng không phải e sợ đám đông,ít đường bún cá châu đốc ăn hải sản c2 thích ăn đồ việt nam,thích chill thích tranh biện đạp xe,không,trung thực người hướng ngoại tôn trọng bạn cùng phòng,10,9
5347,5347,Nam,Binh Phuoc,hiếm khi thấy vui,"bánh ngọt chill đồ ăn nhanh red bull đồ cuốn
pepsi",đàn thiện nguyện đọc sách.. xe cộ chơi,không,biết giúp đỡ,10,9
5348,5348,Nữ,Ca Mau,người hướng nội cởi mở,bánh trán trộn,phim,Có,"ít nói nói ít 
<3 có tri thức về y khoa cùng các lĩnh vực xã hội khác luôn ham học hỏi chia sẽ",8,5
5349,5349,Nữ,Nam Dinh ,thích đám đông hướng ngoại riêng tư ngày ngủ đêm bay,cafe,chơi thể thao tò mò về cách vận hành của xã hội,không,người vui tính hòa người có tính hòa đồng thích ăn hay ham chơi biết điều,8,5
5350,5350,Nữ,Phu Yen,tham công tiếc việc năng động indoor type,cái gì cũng thích ăn nước ép thơm bún trộn có ăn là được canh kim chi,toán học,không,đánh giá khắc kỷ gọn gàng sạch sẽ cùng tần số với mình :)))). thật thà,7,9
5351,5351,Nữ,Lao Cai,hướng nội nhưng thích làm social media thích đi chơi đây đó nhưng cũng hơi trầm tính khi ở với người lạ,nước ép thơm chanh muối những món có vị chua xoài lắc,tiếng anh đi cắm trại trang điểm,không,thời gian của người khác phải sạch sẽ ý thức không thích ai có tính cách bảo thủ không thích chung phòng,9,8
5352,5352,Nữ,Binh Dinh,thích suy diễn mọi chuyện trên đời hướnh ngoại thích giao lưu với mọi nguời thích đi đâu đó,món j có topping thì đều thích,hội hoạ đạp xe đạp,không,người có tính cách vui vẻ nếu cùng ngành thì tốt có cùng sở thích là một điểm cộng thật thà biết tôn trọng,7,9
5353,5353,Nữ,Bac Lieu,hướng nội trầm tính,lẩu chay,chụp ảnh mình rất thích nghệ thuật bơi đi phượt chơi thể thao,không,là một người biết cách bắt đầu câu chuyện tại vì mình ít nói hiền lành vui hoà dồng,8,8
5354,5354,Nữ,Binh Phuoc,không thích nơi đông người có lúc hướng nội hương ngoại nhưng khó kết bạn với hơi trầm tính cách thất thường là người thích ở một mình,coca cola… mì xào cứ đồ ăn là thích bánh tráng bún đậu trà sữa đồ nướng,sự logic,không,vui vẻ chân thật 1 người vui tính tự cho mình là đúng.,8,10
5355,5355,Nam,Vinh Phuc,hướng nội nói nhiều là một người 2 hướng một người hướng nội nhưng cũng thích xã giao với mọi người sống tình cảm vs chăm chỉ nhưng e hơi chậm so vs bạn bè cùng tuổi về sự linh hoạt,cũm được, thích chơi game gym đu otp,không,người trung thực mạnh mẽ,8,9
5356,5356,Nam,Binh Phuoc,yêu thiên nhiên,ăn được đồ nặng mùi trà sữa,bị người ta lùa gà dọn dẹp,không,thích các hoạt động nhóm ngăn nắp,10,8
5357,5357,Nam,Quang Nam,nhưng hướng nội với người lạ nói nhiều thích đám đông hướng nội trầm tính mê chơi đá gà dễ thích ứng,eat-clean ...; các loại thức ăn truyền thống của miền nam như bánh xèo gà hấp nước mắm drink: (ưu tiên) nước lọc,bóng đá,không,người hướng ngoại năng động vui tính thân thiện dễ chung sống tử tế khong co,8,10
5358,5358,Nữ,Hoa Binh,bán hướng nội bán hướng ngoại hướng ngoài. một người ít nói hướng nội ở một mình,món ăn health đồ cay hàn quốc lẩu cá đuối,ca hát đá banh,không,.. hoạt bát,9,10
5359,5359,Nam,An Giang,nói rất nhiều hướng ngoại 65% không lười thì đi có hứng thì xác xe thích ở một mình- lúc thích nói chuyện nhiều người,bánh bao,xem tin tức công nghệ travelling thích môn toán bóng rổ,không,giỏi nếu cùng ngành thì tốt biết nấu ăn,7,7
5360,5360,Nữ,Ha Giang,hướng nội thích ở 1 mình ít nói nhưng hướng ngoại,"bánh chocopie sương sáo các thứ
food: cái gì cũng ăn được. thích rau xoài chua chấm muối ớt chua lè đồ nhướng",thích chơi game,không,"có thể là người học mỹ thuật hay kinh tế nói ít 
<3 tiền bạc rạch ròi sạch! gọn gàng!!!!",10,3
5361,5361,Nam,Bac Ninh,hướng ngoại thích chia sẻ tuy nhiên hơi khó ngủ có thể đi ăn ngoài nếu được mời hướng nội trầm tính,có ăn là được lẩu chay quả,call điện thoại chạy xe ăn,không,tính tình vui tính tiết kiệm một chút hoạt bát… chủ động,8,8
5362,5362,Nữ,Thanh Hoa,thích đi chơi cùng những người bạn thân thiết nóng nảy - ưu tư sáng nắng chiều mưa thích vui vẻ là 1 ng ít nói hướng nội cà thích ở 1 mình,mì xào mì trộn,đọc tiểu thuyết thích đi karaoke lắp ráp hacking,không,hoạt bát vui tính,9,7
5363,5363,Nam,Binh Thuan,hay giận vu vơ là người hướng nội hướng nội ít nói nhưng hoà đồng thân thiện,mỳ hoành thánh,đi coi phim,không,thời gian của người khác không ồn ào,5,5
5364,5364,Nam,Bac Lieu,thích vui hòa đồng,trà chanh trân châu phở bò bún đậu mắm tôm thức ăn gì ngon đều yêu thích phô mai kéo sợi xúc xích đồ hàn,chạy bộ,không,biết nhậu vui tính thân thiện nhiệt tình vs mn có kỷ luật,9,7
5365,5365,Nam,Quang Ngai,áp dụng công nghệ mới tôi là một người ít nói hướng ngoại nhưng có xu hướng thích ở một mình (hoặc thêm người nhưng được yên tĩnh) nghiêng về hướng ngoại hướng nội nhưng thích làm social media,thích uống trà sữa ạ :v bánh tép bánh chocopie,kinh quẻ kĩ thuật vẽ...,không,quan tâm,10,8
5366,5366,Nam,Vung Tau,lạc quan năng động là một người nội thích ở một đám,mình thích trà bí đao ngô gia mì ý bún ốc,thích bơi tiếng anh đọc manga xem anime xem phim âu action nghe nhạc,không,sẻ chia người hoà đồng bất kỳ ngành nào cũng được,10,8
5367,5367,Nữ,Ca Mau,đôi lúc hướng nội khó giao tiếp sống lowkey hướng nội tích cực ít nói hướng nội,đồ gì có vị cay hoặc các loại nước có gas đồ ăn chay cơm trộn,lướt mxh edit,không,o cuộc sống của nhau. không phán xét hiền hòa siêng năng em thích ở chung với người tôn trọng khoảng cách trưởng thành,8,7
5368,5368,Nữ,Ninh Thuan,bình thường thích vui chơi ngày ngủ đêm bay,trứng ốp la beer thức ăn gì ngon đều yêu thích,vẽ... chơi đàn thích xem phim choi game,không,không nói xấu sau lưng cùng chuyên ngành/ sở thích,2,9
5369,5369,Nữ,Gia Lai,thích đi chơi ở ngoài với bạn bè náo động vùng trời :) nghiêng về hướng ngoại là người hướng lung tung sạch sẽ,... e thik ăn các loại bánh mỳ sữa của các hạt đậu thì cái gì mình cũng ghiền nhưng điều kiện là phải nấu ngon snack khoai tây,"…. pha chế đi mua sắm

không thích: chạy bộ đánh bóng bàn vẽ...",không,hoà đồng. người có ý thức dùng đồ của ng khác thì phải biết mượn người có chính kiến ở sạch,9,9
5370,5370,Nữ,Dien Bien,vui vẻ... nói nhiều hướng ngoại thích đi đây đó tùy lúc là một người ít nói hướng nội í nói hướng nội,thức ăn gì ngon đều yêu thích củ trà dâu,thích coi phim đi xe đạp ráp pc thich chơi thể thao võ,không,bình thường có ý thức,9,8
5371,5371,Nam,Phu Yen,quyết đoán,hủ tiếu nam vang trà chanh trân châu đồ cay hàn quốc các loại lẩu,thích vẽ nói chuyện cùng bạn bè chính trị đi dạo,Có,vô duyên,9,10
5372,5372,Nữ,Quang Nam,linh hoạt nhanh nhẹn,hũ tiếu bún riêu bánh ướt,chơi nhạc viết lách thế giới coi phim thử nhiều điều mới,không,biết chia sẻ khi ở chung với nhau bạn cùng phòng biết lùa gà người hòa đồng trúa hề vui vẻ hoà đồng,8,7
5373,5373,Nữ,Quang Ngai,nghiêng về hướng ngoại người hướng ngoại hương ngoại nhưng khó kết bạn với hơi trầm,bánh ngọt chill nước c2 chanh ăn cơm gia đình tự nấu,chơi đàn piano …. đồ ăn ngọt tỉ tê những câu chuyện đời thường sâu sắc với mọi người xung quanh.,không,công bằng có giúp đỡ tôn trọng quyền riêng tư của mọi người biết chia sẻ không ồn ào,6,10
5374,5374,Nam,Kon Tum,thích nơi đông người,hải sản nước,đi xe đạp nhiều lắm . chơi được đa nghề :) chơi bóng rổ o buổi chiều vân vân...,không,có thói quen dọn dẹp ăn ở sạch sẽ người vui vẻ vui vẻ hoà đồng cùng chuyên ngành càng tốt nhưng khác cũng không sao,8,9
5375,5375,Nữ,Binh Phuoc,một người nửa hướng nội mình là một người ít nói dễ ngại,bún cá ... thật ra thì ngoại trừ rau cần tất cả các loại mì thịt nướng,decor phòng thiện nguyện cờ tướng học công nghệ code,không,đẹp dễ nói chuyện vui tính thân thiện biết làm việc nhà ăn xong nhớ dọn,10,9
5376,5376,Nam,Ninh Thuan,nghiêm túc khá hòa đồng dễ bắt chuyện thích giao tiếp muốn một mình nhưng sợ cô đơn,thịt nem nướng nha trang, xem các show giải trí thực tế kpop pha chế ….,không,không nhiều chuyện tích cực biết làm việc nhà tiền bạc rạch ròi mình thích người cùng phòng vui tính,8,5
5377,5377,Nữ,Ha Giang,là một người khá là trầm tư,mì các loại trứng ốp la trứng,tìm hiểu về văn hóa các nơi đi tập thể dục nằm dài nghe nhạc ngủ coi phim ăn,không,cởi mở ocd càng tốt. không quá tính toán hơn thua hiền lành,10,5
5378,5378,Nữ,Son La,o tập thể,nước ép bánh gai mắm chưng nước trái cây,chính trị công nghệ thích đá banh đu otp chạy bộ,Có,biết tôn trọng thích 1 mình,10,8
5379,5379,Nữ,Ca Mau,nhưng vẫn hoà đồng nói nhiều với người quen hướng nội + ngoại part time nội tâm người hay thay đổi,vị đậm đà😋 cơm chiên,ăn uống tập trung nghiên cứu một vấn đề nào đó ngủ:)) cầu lông chơi đàn,không,bạn cùng phòng phải là người sạch sẽ freedom,10,8
5380,5380,Nữ,Hung Yen,e là một người khá tự ti hướng trung (ambivert) lúc thích một mình hòa đồnh cống hiến hết mình chỉ thích ngủ một mình,ăn đồ ngon trà đào… nước ngọt thịt kho tàu,chơi cầu lông thích học thích code kiếm tiền cầu lông,không,ko so đo thấu hiểu,10,8
5381,5381,Nữ,Binh Phuoc,cởi mở,thịt sườn sữa chua mít,thích xem phim đọc sách của tự nhiên; thích làm những việc mình muốn (cái này hơi kì nhưng mà đúng),Có,học giỏi 1 chút (nhưng không tự cao v.v không nói xấu sau lưng,8,8
5382,5382,Nữ,Ca Mau,hoà đồng nhưng cũng thích ở một mình,hủ tiếu nam vang cá kho chanh muối,xem mv ca nhạc o buổi chiều mình thích hát học toán,không,cởi mở,7,8
5383,5383,Nữ,An Giang,thích ở một mình với gia đình nửa hướng ngoại người suy nghĩ nhiều dễ thích ứng là một người nội,đồ ăn hàn. đồ uống healthy bánh bao mình ăn thích ăn đồ healthy,o buổi sáng thích đồ ăn nhạt,không,ocd càng tốt. không quá tính toán hơn thua,8,9
